CVEGEO,Estatus,CVE_ENT,NOM_ENT,NOM_ABR,CVE_MUN,NOM_MUN,CVE_LOC,NOM_LOC,AMBITO,LATITUD,LONGITUD,LAT_DECIMAL,LON_DECIMAL,ALTITUD,CVE_CARTA,POB_TOTAL,POB_MASCULINA,POB_FEMENINA,TOTAL DE VIVIENDAS HABITADAS
"130150027","","13","Hidalgo","Hgo.","015","Cardonal","0027","Santuario (Santuario Mapethé)","R","20°39´44.831"N","099°08´12.279"W","20.66245300","-99.13674400","2321","F14C69","844","392","452","225"
"130150028","","13","Hidalgo","Hgo.","015","Cardonal","0028","El Sauz (Juxmaye)","R","20°35´13.385"N","099°05´04.035"W","20.58705100","-99.08445400","2018","F14C69","505","238","267","150"
"130150029","","13","Hidalgo","Hgo.","015","Cardonal","0029","El Tedra","R","20°43´01.248"N","099°04´46.090"W","20.71701300","-99.07946900","2327","F14C69","26","15","11","11"
"130150030","","13","Hidalgo","Hgo.","015","Cardonal","0030","Barrio de Tixqui","R","20°42´02.393"N","099°07´23.975"W","20.70066500","-99.12332600","2446","F14C69","133","62","71","40"
"130150031","","13","Hidalgo","Hgo.","015","Cardonal","0031","El Vithe","R","20°37´37.596"N","099°07´16.393"W","20.62710900","-99.12122000","2097","F14C69","347","169","178","87"
"130150032","","13","Hidalgo","Hgo.","015","Cardonal","0032","Pilas Yonthé","R","20°40´33.060"N","099°07´54.839"W","20.67584900","-99.13189900","2254","F14C69","87","34","53","28"
"130150033","","13","Hidalgo","Hgo.","015","Cardonal","0033","El Molino","R","20°36´49.918"N","099°05´27.049"W","20.61386600","-99.09084700","2020","F14C69","119","52","67","32"
"130150035","","13","Hidalgo","Hgo.","015","Cardonal","0035","Durango Daboxtha","R","20°32´41.315"N","099°04´07.862"W","20.54480900","-99.06885000","2003","F14C69","636","305","331","165"
"130150038","","13","Hidalgo","Hgo.","015","Cardonal","0038","La Vega","R","20°35´38.636"N","099°07´37.290"W","20.59406500","-99.12702400","1923","F14C69","541","262","279","154"
"130150039","","13","Hidalgo","Hgo.","015","Cardonal","0039","Barrio Quixpedhe","R","20°33´46.750"N","099°08´35.420"W","20.56298600","-99.14317200","1860","F14C69","247","116","131","59"
"130150040","","13","Hidalgo","Hgo.","015","Cardonal","0040","Los Peña","R","20°35´03.405"N","099°08´04.824"W","20.58427900","-99.13467300","1880","F14C69","280","140","140","69"
"130150041","","13","Hidalgo","Hgo.","015","Cardonal","0041","Cardonalito","R","20°38´44.945"N","099°07´21.798"W","20.64581800","-99.12272100","2181","F14C69","90","47","43","26"
"130150043","","13","Hidalgo","Hgo.","015","Cardonal","0043","Bixhuaji","R","20°42´14.620"N","099°06´27.619"W","20.70406100","-99.10767200","2297","F14C69","57","30","27","22"
"130150045","","13","Hidalgo","Hgo.","015","Cardonal","0045","La Rosa","R","20°42´48.486"N","099°07´26.210"W","20.71346800","-99.12394700","2379","F14C69","151","78","73","43"
"130150046","","13","Hidalgo","Hgo.","015","Cardonal","0046","Cieneguillita","R","20°44´00.409"N","099°04´12.781"W","20.73344700","-99.07021600","2296","F14C69","107","55","52","42"
"130150047","","13","Hidalgo","Hgo.","015","Cardonal","0047","Molanguito","R","20°37´33.460"N","098°59´11.965"W","20.62596000","-98.98665700","1864","F14D61","81","36","45","19"
"130150048","","13","Hidalgo","Hgo.","015","Cardonal","0048","Dojume","R","20°35´13.909"N","098°58´18.046"W","20.58719700","-98.97167900","1625","F14D61","0","0","0","0"
"130150049","","13","Hidalgo","Hgo.","015","Cardonal","0049","Toxthi","R","20°34´33.577"N","098°59´38.800"W","20.57599300","-98.99411100","1681","F14D61","0","0","0","0"
"130150050","","13","Hidalgo","Hgo.","015","Cardonal","0050","El Vixtha","R","20°35´22.313"N","099°01´54.027"W","20.58953100","-99.03167400","1994","F14C69","0","0","0","0"
"130150051","","13","Hidalgo","Hgo.","015","Cardonal","0051","El Manchado","R","20°36´39.945"N","099°00´25.548"W","20.61109600","-99.00709700","1946","F14C69","89","42","47","17"
"130150052","","13","Hidalgo","Hgo.","015","Cardonal","0052","El Pájaro","R","20°35´20.144"N","098°59´12.847"W","20.58892900","-98.98690200","1810","F14D61","39","16","23","8"
"130150054","","13","Hidalgo","Hgo.","015","Cardonal","0054","Grutas de Tolantongo","R","20°39´02.587"N","099°00´11.077"W","20.65071900","-99.00307700","1325","F14C69","102","51","51","22"
"130150057","","13","Hidalgo","Hgo.","015","Cardonal","0057","El Gumbo","R","20°30´51.510"N","099°01´49.409"W","20.51430800","-99.03039100","1944","F14C69","99","50","49","28"
"130150058","","13","Hidalgo","Hgo.","015","Cardonal","0058","La Hacienda","R","20°33´14.783"N","098°59´17.768"W","20.55410600","-98.98826900","1863","F14D61","24","11","13","13"
"130150059","","13","Hidalgo","Hgo.","015","Cardonal","0059","Pozo Seco (Los Barrera)","R","20°33´27.530"N","099°01´21.222"W","20.55764700","-99.02256100","1741","F14C69","18","7","11","7"
"130150060","","13","Hidalgo","Hgo.","015","Cardonal","0060","El Bondho","R","20°37´46.133"N","099°05´47.808"W","20.62948100","-99.09661300","2083","F14C69","367","180","187","106"
"130150061","","13","Hidalgo","Hgo.","015","Cardonal","0061","Pinalito","R","20°39´21.096"N","099°05´43.598"W","20.65586000","-99.09544400","2205","F14C69","138","64","74","41"
"130150062","","13","Hidalgo","Hgo.","015","Cardonal","0062","El Moro","R","20°34´07.141"N","099°07´39.730"W","20.56865000","-99.12770200","1851","F14C69","146","79","67","40"
"130150064","","13","Hidalgo","Hgo.","015","Cardonal","0064","Cuesta Blanca","R","20°38´42.428"N","099°04´30.676"W","20.64511900","-99.07518700","2083","F14C69","270","123","147","79"
"130150065","","13","Hidalgo","Hgo.","015","Cardonal","0065","Agua Nueva","R","20°36´20.000"N","098°59´04.000"W","20.60555600","-98.98444400","1759","F14D61","130","62","68","32"
"130150067","","13","Hidalgo","Hgo.","015","Cardonal","0067","Baxcajay","R","20°33´35.520"N","099°07´34.266"W","20.55986700","-99.12618400","1826","F14C69","302","148","154","74"
"130150068","","13","Hidalgo","Hgo.","015","Cardonal","0068","Los Reyes","R","20°33´07.546"N","099°07´33.131"W","20.55209600","-99.12586900","1821","F14C69","339","163","176","82"
"130150069","","13","Hidalgo","Hgo.","015","Cardonal","0069","Cerro Grande","R","20°43´57.180"N","099°05´32.303"W","20.73254900","-99.09230600","2285","F14C69","18","11","7","6"
"130150070","","13","Hidalgo","Hgo.","015","Cardonal","0070","Los Fresnos","R","20°43´18.000"N","099°03´30.000"W","20.72166600","-99.05833300","2206","F14C69","109","49","60","38"
"130150072","","13","Hidalgo","Hgo.","015","Cardonal","0072","Manzanitas","R","20°44´13.085"N","099°02´11.498"W","20.73696800","-99.03652700","2022","F14C69","43","19","24","19"
"130150074","","13","Hidalgo","Hgo.","015","Cardonal","0074","Nogal","R","20°40´54.274"N","099°07´10.291"W","20.68174200","-99.11952500","2279","F14C69","89","42","47","23"
"130150076","","13","Hidalgo","Hgo.","015","Cardonal","0076","Puerto Colorado","R","20°41´04.418"N","099°02´30.968"W","20.68456000","-99.04193500","2236","F14C69","27","11","16","8"
"130150077","","13","Hidalgo","Hgo.","015","Cardonal","0077","Tepozán","R","20°42´43.071"N","099°03´18.416"W","20.71196400","-99.05511600","2240","F14C69","65","32","33","20"
"130150078","","13","Hidalgo","Hgo.","015","Cardonal","0078","El Tixqui Agua Fría","R","20°42´36.386"N","099°06´37.976"W","20.71010700","-99.11054900","2325","F14C69","159","75","84","47"
"130150079","","13","Hidalgo","Hgo.","015","Cardonal","0079","La Unión","R","20°43´55.916"N","099°06´08.830"W","20.73219800","-99.10245300","2325","F14C69","77","39","38","27"
"130150080","","13","Hidalgo","Hgo.","015","Cardonal","0080","El Aguacate","R","20°44´21.750"N","099°01´13.254"W","20.73937500","-99.02034800","1612","F14C69","16","8","8","5"
"130150083","","13","Hidalgo","Hgo.","015","Cardonal","0083","Cerritos","R","20°31´10.922"N","099°01´08.774"W","20.51970000","-99.01910300","1925","F14C69","64","34","30","21"
"130150084","","13","Hidalgo","Hgo.","015","Cardonal","0084","El Clavelito (El Cave)","R","20°42´39.863"N","099°04´31.161"W","20.71107300","-99.07532200","2273","F14C69","40","16","24","11"
"130150086","","13","Hidalgo","Hgo.","015","Cardonal","0086","Chalmita","R","20°38´13.830"N","099°05´35.504"W","20.63717500","-99.09319500","2119","F14C69","130","70","60","38"
"130150087","","13","Hidalgo","Hgo.","015","Cardonal","0087","Cerro Blanco (El Fraile)","R","20°35´51.558"N","099°03´54.056"W","20.59765500","-99.06501600","2061","F14C69","368","180","188","105"
"130150089","","13","Hidalgo","Hgo.","015","Cardonal","0089","La Laguna","R","20°39´14.696"N","099°01´24.298"W","20.65408200","-99.02341500","1949","F14C69","69","35","34","22"
"130150090","","13","Hidalgo","Hgo.","015","Cardonal","0090","Los Lirios","R","20°43´54.095"N","099°05´02.003"W","20.73169200","-99.08388900","2184","F14C69","43","21","22","14"
"130150092","","13","Hidalgo","Hgo.","015","Cardonal","0092","Manzana del Cubo","R","20°37´08.315"N","099°04´34.720"W","20.61897600","-99.07631000","2042","F14C69","149","70","79","49"
"130150093","","13","Hidalgo","Hgo.","015","Cardonal","0093","Manzana del Piñón","R","20°38´45.929"N","099°05´15.546"W","20.64609100","-99.08765100","2116","F14C69","129","59","70","39"
"130150095","","13","Hidalgo","Hgo.","015","Cardonal","0095","La Parada","R","20°32´03.668"N","099°00´50.639"W","20.53435200","-99.01406600","1889","F14C69","65","31","34","21"
"130150104","","13","Hidalgo","Hgo.","015","Cardonal","0104","Los Vargas","R","20°30´08.211"N","098°59´18.676"W","20.50228100","-98.98852100","1942","F14D61","105","44","61","34"
"130150106","","13","Hidalgo","Hgo.","015","Cardonal","0106","El Verde","R","20°31´20.621"N","099°01´46.982"W","20.52239400","-99.02971700","1926","F14C69","25","13","12","5"
"130150107","","13","Hidalgo","Hgo.","015","Cardonal","0107","El Cuartel","R","20°32´09.570"N","098°59´17.643"W","20.53599100","-98.98823400","1843","F14D61","37","17","20","11"
"130150108","","13","Hidalgo","Hgo.","015","Cardonal","0108","Cuesta Blanca","R","20°28´48.296"N","098°59´29.020"W","20.48008200","-98.99139400","1938","F14D71","17","9","8","6"
"130150110","","13","Hidalgo","Hgo.","015","Cardonal","0110","Huizache","R","20°41´53.923"N","099°05´32.225"W","20.69831200","-99.09228400","2227","F14C69","4","*","*","1"
"130150115","","13","Hidalgo","Hgo.","015","Cardonal","0115","Palacios","R","20°39´05.935"N","099°10´04.810"W","20.65164900","-99.16800200","2282","F14C69","131","65","66","31"
"130150116","","13","Hidalgo","Hgo.","015","Cardonal","0116","Luis Donaldo Colosio","R","20°38´53.583"N","099°08´20.517"W","20.64821700","-99.13903200","2237","F14C69","40","21","19","7"
"130150117","","13","Hidalgo","Hgo.","015","Cardonal","0117","La Gloria","R","20°38´54.807"N","099°00´28.487"W","20.64855700","-99.00791300","1408","F14C69","0","0","0","0"
"130160001","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0001","Cuautepec","U","20°02´07.692"N","098°18´35.057"W","20.03547000","-98.30973800","2243","F14D83","20530","9640","10890","5674"
"130160002","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0002","Alhuajoyucan","R","20°00´49.199"N","098°13´38.231"W","20.01366600","-98.22728600","2403","F14D83","386","183","203","107"
"130160003","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0003","Las Ánimas","R","19°55´16.994"N","098°19´49.824"W","19.92138700","-98.33050600","2583","E14B13","309","155","154","95"
"130160004","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0004","El Aserradero","R","19°57´17.549"N","098°19´35.871"W","19.95487500","-98.32663000","2616","E14B13","732","342","390","185"
"130160005","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0005","El Capulín","R","20°00´29.650"N","098°16´32.515"W","20.00823600","-98.27569800","2361","F14D83","1686","834","852","441"
"130160006","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0006","Cerro Verde","R","20°03´13.256"N","098°17´56.936"W","20.05368200","-98.29914900","2245","F14D83","1141","555","586","297"
"130160007","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0007","Cima de Togo","R","20°01´06.246"N","098°12´01.638"W","20.01840100","-98.20045500","2422","F14D83","309","145","164","79"
"130160008","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0008","Coatzetzengo","R","19°55´45.185"N","098°21´15.394"W","19.92921700","-98.35427600","2651","E14B12","302","148","154","82"
"130160009","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0009","El Coyuco","R","19°53´59.134"N","098°17´01.437"W","19.89975900","-98.28373200","2598","E14B13","366","178","188","106"
"130160010","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0010","Chacalapa","R","20°04´55.408"N","098°10´13.246"W","20.08205700","-98.17034500","2260","F14D83","322","161","161","70"
"130160011","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0011","El Encinal","R","20°03´46.553"N","098°12´22.464"W","20.06293100","-98.20624000","2480","F14D83","433","210","223","116"
"130160012","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0012","Guadalupe Victoria","R","20°01´57.641"N","098°15´54.962"W","20.03267700","-98.26526700","2284","F14D83","2396","1142","1254","604"
"130160013","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0013","San Juan Hueyapan","R","20°01´48.694"N","098°16´52.645"W","20.03019200","-98.28129000","2258","F14D83","1621","785","836","429"
"130160014","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0014","Hueyapita","R","20°04´16.680"N","098°14´27.764"W","20.07129900","-98.24104500","2443","F14D83","1002","512","490","252"
"130160015","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0015","Huistongo","R","19°58´47.657"N","098°11´17.168"W","19.97990400","-98.18810200","2642","E14B13","183","99","84","42"
"130160016","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0016","Lomas de Ojuila","R","19°52´21.544"N","098°19´01.829"W","19.87265000","-98.31717400","2583","E14B13","300","134","166","83"
"130160017","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0017","San Rafael Mazatepec","R","19°51´46.508"N","098°20´57.016"W","19.86291900","-98.34917100","2538","E14B12","189","92","97","50"
"130160018","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0018","El Nectario","R","19°57´30.816"N","098°17´48.129"W","19.95856000","-98.29670200","2597","E14B13","217","106","111","62"
"130160019","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0019","La Palma","R","19°54´05.132"N","098°19´42.547"W","19.90142600","-98.32848500","2552","E14B13","311","151","160","92"
"130160020","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0020","Las Palmas","R","20°03´13.943"N","098°16´13.645"W","20.05387300","-98.27045600","2300","F14D83","838","405","433","201"
"130160021","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0021","Santa Elena Paliseca","U","19°59´50.061"N","098°14´39.459"W","19.99723900","-98.24429400","2500","E14B13","3074","1497","1577","778"
"130160024","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0024","Las Puentes","R","20°02´42.711"N","098°11´00.735"W","20.04519700","-98.18353700","2349","F14D83","627","323","304","166"
"130160025","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0025","La Puerta","R","19°56´10.062"N","098°18´31.948"W","19.93612800","-98.30887400","2698","E14B13","31","9","22","9"
"130160027","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0027","San Juan Tecocomulco","R","19°55´53.024"N","098°19´31.676"W","19.93139500","-98.32546500","2611","E14B13","226","107","119","54"
"130160028","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0028","San Lorenzo Sayula","R","19°59´18.519"N","098°17´51.102"W","19.98847700","-98.29752800","2354","E14B13","2325","1083","1242","632"
"130160029","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0029","Santa María Nativitas","U","20°02´18.911"N","098°17´48.120"W","20.03858600","-98.29670000","2251","F14D83","3020","1362","1658","819"
"130160030","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0030","Tecocomulco de Juárez","R","19°54´18.784"N","098°21´08.089"W","19.90521800","-98.35224700","2537","E14B12","522","260","262","150"
"130160033","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0033","El Tepeyac","R","20°03´03.921"N","098°18´38.122"W","20.05108900","-98.31058900","2263","F14D83","1702","821","881","435"
"130160034","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0034","Tezoncualpan","R","19°57´50.986"N","098°16´29.490"W","19.96416300","-98.27485800","2484","E14B13","904","430","474","230"
"130160035","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0035","Tezoquipa","R","20°01´52.654"N","098°20´12.850"W","20.03129200","-98.33690200","2219","F14D82","1031","514","517","278"
"130160036","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0036","Texcaltepec","R","20°01´48.728"N","098°19´27.164"W","20.03020200","-98.32421200","2256","F14D83","2063","1019","1044","550"
"130160037","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0037","El Ventorrillo","R","19°59´43.104"N","098°19´44.944"W","19.99530600","-98.32915000","2418","E14B13","144","70","74","37"
"130160038","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0038","Xayahualulco","R","20°00´16.228"N","098°11´45.534"W","20.00450800","-98.19598100","2444","F14D83","376","190","186","87"
"130160039","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0039","Almoloya","U","20°01´20.848"N","098°18´58.764"W","20.02245700","-98.31632300","2265","F14D83","3010","1409","1601","774"
"130160040","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0040","Cebaditas","R","20°01´03.644"N","098°14´33.359"W","20.01767800","-98.24259900","2407","F14D83","288","136","152","70"
"130160041","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0041","El Durazno","R","20°03´58.338"N","098°11´15.535"W","20.06620500","-98.18764800","2430","F14D83","490","247","243","104"
"130160044","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0044","La Cañada","R","19°55´11.402"N","098°17´31.946"W","19.91983300","-98.29220700","2594","E14B13","338","170","168","93"
"130160047","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0047","Las Águilas","R","19°56´12.174"N","098°22´07.482"W","19.93671500","-98.36874400","2707","E14B12","1","*","*","1"
"130160048","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0048","El Atorón","R","19°59´53.902"N","098°16´38.834"W","19.99830600","-98.27745300","2420","E14B13","18","9","9","6"
"130160050","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0050","Casas Coloradas","R","19°58´13.523"N","098°18´44.604"W","19.97042200","-98.31239000","2440","E14B13","18","7","11","6"
"130160051","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0051","Las Conchas","R","19°50´59.351"N","098°19´41.110"W","19.84981900","-98.32808500","2561","E14B13","77","39","38","24"
"130160053","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0053","La Esperanza","R","19°58´29.073"N","098°19´10.555"W","19.97474200","-98.31959800","2464","E14B13","49","25","24","10"
"130160054","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0054","La Isleta","R","19°53´31.673"N","098°22´38.410"W","19.89213100","-98.37733500","2536","E14B12","19","8","11","7"
"130160055","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0055","El Jazmín","R","19°58´29.170"N","098°18´23.030"W","19.97476900","-98.30639700","2412","E14B13","0","0","0","0"
"130160056","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0056","Los Laureles","R","19°57´13.368"N","098°13´52.122"W","19.95371300","-98.23114400","2755","E14B13","102","48","54","27"
"130160058","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0058","Maravillas","R","19°54´40.372"N","098°22´06.483"W","19.91121400","-98.36846700","2552","E14B12","42","22","20","12"
"130160060","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0060","El Piñón","R","19°57´57.598"N","098°19´12.564"W","19.96599900","-98.32015600","2499","E14B13","58","25","33","15"
"130160063","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0063","La Reforma","R","19°55´49.655"N","098°18´20.178"W","19.93045900","-98.30560500","2658","E14B13","18","8","10","9"
"130160065","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0065","San Aparicio","R","20°00´02.482"N","098°18´51.132"W","20.00068900","-98.31420300","2332","F14D83","466","227","239","111"
"130160068","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0068","San Isidro","R","19°55´34.275"N","098°17´36.214"W","19.92618700","-98.29339200","2621","E14B13","45","21","24","13"
"130160069","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0069","San José Vista Hermosa","R","20°00´10.223"N","098°20´36.849"W","20.00284000","-98.34356900","2398","F14D82","194","100","94","57"
"130160070","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0070","Peña del Tigre","R","19°57´41.109"N","098°11´04.811"W","19.96141900","-98.18466900","2698","E14B13","18","14","4","3"
"130160072","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0072","Tulimán","R","19°57´17.345"N","098°14´37.504"W","19.95481800","-98.24375100","2731","E14B13","0","0","0","0"
"130160073","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0073","La Unión","R","19°51´22.400"N","098°19´49.566"W","19.85622200","-98.33043400","2545","E14B13","2","*","*","1"
"130160074","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0074","Buenos Aires","R","20°01´20.692"N","098°17´41.386"W","20.02241400","-98.29482900","2269","F14D83","1103","513","590","287"
"130160076","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0076","La Puerta del Yolo","R","20°04´05.764"N","098°18´29.768"W","20.06826700","-98.30826900","2288","F14D83","257","128","129","66"
"130160080","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0080","Loma Bonita","R","20°03´25.417"N","098°18´20.199"W","20.05706000","-98.30561100","2286","F14D83","896","452","444","240"
"130160081","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0081","El Jarillal","R","20°02´49.765"N","098°12´56.274"W","20.04715700","-98.21563200","2406","F14D83","109","53","56","30"
"130160083","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0083","El Abertal","R","19°55´20.092"N","098°18´44.096"W","19.92224700","-98.31224900","2615","E14B13","4","*","*","2"
"130160084","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0084","La Barranca del Agua","R","19°58´04.097"N","098°20´03.956"W","19.96780400","-98.33443200","2626","E14B12","71","36","35","18"
"130160085","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0085","Caballo Rucio","R","19°58´37.808"N","098°10´04.704"W","19.97716800","-98.16797300","2636","E14B13","13","*","*","2"
"130160086","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0086","El Capulín","R","19°54´29.166"N","098°18´33.255"W","19.90810200","-98.30923800","2594","E14B13","5","*","*","1"
"130160087","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0087","La Coronilla","R","19°55´24.589"N","098°16´36.389"W","19.92349600","-98.27677400","2658","E14B13","14","8","6","5"
"130160088","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0088","La Cueva del Tezontle","R","19°53´27.276"N","098°17´54.446"W","19.89091000","-98.29845700","2589","E14B13","48","21","27","15"
"130160089","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0089","El Durazno","R","19°58´03.519"N","098°13´47.277"W","19.96764400","-98.22979900","2677","E14B13","18","7","11","4"
"130160090","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0090","El Emporio","R","19°56´17.215"N","098°20´30.371"W","19.93811500","-98.34176900","2646","E14B12","0","0","0","0"
"130160091","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0091","El Encinal","R","19°55´49.363"N","098°22´24.437"W","19.93037800","-98.37345400","2660","E14B12","4","*","*","2"
"130160092","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0092","Las Eras de Huistongo","R","19°58´37.000"N","098°13´14.000"W","19.97694400","-98.22055500","2653","E14B13","153","73","80","34"
"130160093","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0093","La Fábrica","R","19°58´12.988"N","098°10´40.061"W","19.97027400","-98.17779400","2660","E14B13","0","0","0","0"
"130160094","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0094","La Gloria","R","19°55´23.327"N","098°21´29.608"W","19.92314600","-98.35822400","2611","E14B12","11","6","5","3"
"130160095","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0095","La Isla de Montecristo","R","19°54´14.254"N","098°22´01.386"W","19.90395900","-98.36705100","2530","E14B12","9","6","3","3"
"130160096","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0096","La Lagunilla","R","19°56´24.057"N","098°14´44.998"W","19.94001600","-98.24583200","2822","E14B13","4","*","*","1"
"130160097","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0097","Nopal Alto","R","19°54´35.382"N","098°18´53.789"W","19.90982800","-98.31494100","2602","E14B13","9","4","5","3"
"130160098","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0098","Presa Reventada","R","19°53´50.446"N","098°18´27.444"W","19.89734600","-98.30762300","2543","E14B13","2","*","*","1"
"130160099","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0099","El Ranchero","R","19°57´23.889"N","098°20´49.263"W","19.95663600","-98.34701700","2726","E14B12","129","64","65","35"
"130160100","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0100","Rancho Trejo","R","19°59´20.550"N","098°18´58.028"W","19.98904100","-98.31611900","2400","E14B13","136","71","65","36"
"130160101","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0101","San Isidro","R","19°59´19.898"N","098°19´40.580"W","19.98886000","-98.32793800","2465","E14B13","6","*","*","2"
"130160102","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0102","Las Tires","R","19°58´43.591"N","098°10´49.885"W","19.97877500","-98.18052300","2603","E14B13","37","21","16","8"
"130160103","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0103","Vista Hermosa","R","19°58´36.965"N","098°16´43.581"W","19.97693400","-98.27877200","2541","E14B13","0","0","0","0"
"130160104","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0104","Xocopa","R","20°03´33.494"N","098°15´13.628"W","20.05930400","-98.25378600","2297","F14D83","403","191","212","94"
"130160105","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0105","La Explanada","R","20°03´17.914"N","098°21´02.835"W","20.05497600","-98.35078800","2204","F14D82","71","36","35","19"
"130160106","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0106","Manuel Rodríguez Martínez","R","20°00´30.919"N","098°18´05.761"W","20.00858900","-98.30160000","2308","F14D83","8","5","3","5"
"130160107","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0107","Marcelino Acosta Cruz","R","20°00´59.154"N","098°18´11.521"W","20.01643200","-98.30320000","2263","F14D83","3","*","*","1"
"130160108","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0108","La Rayuela","R","20°03´46.103"N","098°20´47.565"W","20.06280600","-98.34654600","2211","F14D82","255","113","142","64"
