CVEGEO,Estatus,CVE_ENT,NOM_ENT,NOM_ABR,CVE_MUN,NOM_MUN,CVE_LOC,NOM_LOC,AMBITO,LATITUD,LONGITUD,LAT_DECIMAL,LON_DECIMAL,ALTITUD,CVE_CARTA,POB_TOTAL,POB_MASCULINA,POB_FEMENINA,TOTAL DE VIVIENDAS HABITADAS
"130160109","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0109","Valentín Hernández Yáñez","R","20°00´26.109"N","098°17´56.942"W","20.00725300","-98.29915000","2316","F14D83","38","17","21","9"
"130160111","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0111","Ejido el Pedregal","R","20°04´04.717"N","098°19´47.885"W","20.06797600","-98.32996700","2289","F14D83","5","*","*","2"
"130160112","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0112","Cuautepec [Granja Avícola]","R","20°01´20.846"N","098°18´24.369"W","20.02245700","-98.30676900","2255","F14D83","0","0","0","0"
"130160113","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0113","El Ojito de Agua","R","20°04´42.867"N","098°19´39.643"W","20.07857400","-98.32767800","2400","F14D83","5","3","2","3"
"130160114","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0114","Arboledas","R","19°59´19.454"N","098°17´09.269"W","19.98873700","-98.28590800","2407","E14B13","76","37","39","18"
"130160115","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0115","Las Canoas","R","19°59´29.458"N","098°10´37.065"W","19.99151600","-98.17696200","2660","E14B13","148","74","74","29"
"130160116","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0116","Cerro de Buenavista","R","19°55´34.579"N","098°18´46.289"W","19.92627100","-98.31285800","2670","E14B13","16","7","9","3"
"130160117","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0117","Ojo de Agua de Ocotlán","R","20°05´35.601"N","098°16´08.710"W","20.09322200","-98.26908500","2637","F14D83","15","*","*","2"
"130160118","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0118","El Rincón","R","20°00´09.544"N","098°13´08.727"W","20.00265100","-98.21909000","2417","F14D83","12","7","5","5"
"130160119","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0119","El Salto","R","19°58´25.550"N","098°17´00.389"W","19.97376300","-98.28344100","2405","E14B13","29","17","12","9"
"130160120","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0120","El Rincón de la Sirena","R","19°59´31.937"N","098°12´33.225"W","19.99220400","-98.20922900","2462","E14B13","9","6","3","3"
"130160121","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0121","Lomas de los Pinos","R","20°04´04.161"N","098°20´09.784"W","20.06782200","-98.33605100","2220","F14D82","851","407","444","233"
"130160122","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0122","Los Aguilares","R","19°59´01.651"N","098°15´04.846"W","19.98379200","-98.25134600","2636","E14B13","7","*","*","2"
"130160123","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0123","La Esperanza II","R","20°00´09.066"N","098°18´05.570"W","20.00251800","-98.30154700","2322","F14D83","93","46","47","33"
"130160124","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0124","La Mesa (Pozo Blanco)","R","20°00´18.615"N","098°14´12.632"W","20.00517100","-98.23684200","2523","F14D83","29","13","16","9"
"130160125","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0125","Tenango","R","20°03´39.182"N","098°19´33.051"W","20.06088400","-98.32584700","2241","F14D83","5","*","*","1"
"130160126","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0126","Chapultepec la Palma","R","19°58´32.393"N","098°17´34.703"W","19.97566400","-98.29297300","2392","E14B13","269","126","143","73"
"130160127","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0127","Cerrito de las Milpas","R","19°58´04.009"N","098°10´17.807"W","19.96778000","-98.17161200","2723","E14B13","2","*","*","1"
"130160128","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0128","Los Sabinos","R","19°58´18.000"N","098°17´49.000"W","19.97166600","-98.29694400","2412","E14B13","0","0","0","0"
"130160129","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0129","La Carbonera","R","19°59´24.235"N","098°16´28.171"W","19.99006500","-98.27449100","2447","E14B13","21","11","10","6"
"130160130","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0130","Nueve Aguas","R","20°03´52.720"N","098°10´09.277"W","20.06464400","-98.16924300","2289","F14D83","142","71","71","34"
"130160131","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0131","El Mirador [Barrio]","R","19°54´59.115"N","098°21´52.020"W","19.91642100","-98.36445000","2577","E14B12","-","-","-","-"
"130160132","","13","Hidalgo","Hgo.","016","Cuautepec de Hinojosa","0132","Peña de los Panales","R","19°57´58.922"N","098°12´39.988"W","19.96636700","-98.21110800","2509","E14B13","-","-","-","-"
"130170001","","13","Hidalgo","Hgo.","017","Chapantongo","0001","Chapantongo","U","20°17´07.136"N","099°24´47.632"W","20.28531500","-99.41323100","2120","F14C78","2006","962","1044","633"
"130170002","","13","Hidalgo","Hgo.","017","Chapantongo","0002","El Agua Fría","R","20°16´47.784"N","099°24´01.455"W","20.27993900","-99.40040400","2150","F14C78","0","0","0","0"
"130170003","","13","Hidalgo","Hgo.","017","Chapantongo","0003","Santa María Amealco","R","20°14´12.832"N","099°32´57.447"W","20.23689700","-99.54929100","2370","F14C88","2113","1024","1089","584"
"130170005","","13","Hidalgo","Hgo.","017","Chapantongo","0005","Bathi","R","20°17´03.236"N","099°27´52.580"W","20.28423200","-99.46460600","2258","F14C78","240","114","126","77"
"130170006","","13","Hidalgo","Hgo.","017","Chapantongo","0006","El Capulín","R","20°10´50.204"N","099°30´02.735"W","20.18061200","-99.50076000","2342","F14C88","309","133","176","108"
"130170007","","13","Hidalgo","Hgo.","017","Chapantongo","0007","Chapulaco","R","20°16´23.826"N","099°30´22.341"W","20.27328400","-99.50620600","2410","F14C78","169","80","89","56"
"130170008","","13","Hidalgo","Hgo.","017","Chapantongo","0008","Dexha","R","20°18´35.504"N","099°26´38.182"W","20.30986200","-99.44393900","2226","F14C78","149","80","69","52"
"130170009","","13","Hidalgo","Hgo.","017","Chapantongo","0009","La Estancia","R","20°17´36.268"N","099°22´38.565"W","20.29340700","-99.37737900","2143","F14C78","8","*","*","2"
"130170011","","13","Hidalgo","Hgo.","017","Chapantongo","0011","Juchitlán","R","20°11´45.414"N","099°28´30.958"W","20.19594800","-99.47526500","2289","F14C88","189","95","94","66"
"130170012","","13","Hidalgo","Hgo.","017","Chapantongo","0012","San José el Marqués (Escandón)","R","20°12´30.260"N","099°33´47.962"W","20.20840600","-99.56332300","2346","F14C88","266","127","139","74"
"130170013","","13","Hidalgo","Hgo.","017","Chapantongo","0013","Nueva Santa Lucía","R","20°15´44.791"N","099°34´03.439"W","20.26244200","-99.56762100","2527","F14C78","258","130","128","82"
"130170014","","13","Hidalgo","Hgo.","017","Chapantongo","0014","San Bartolo Ozocalpan","R","20°13´26.368"N","099°29´23.665"W","20.22399000","-99.48990700","2257","F14C88","1672","799","873","509"
"130170015","","13","Hidalgo","Hgo.","017","Chapantongo","0015","San Juan el Sabino","R","20°19´45.369"N","099°22´32.645"W","20.32926900","-99.37573400","2051","F14C78","829","417","412","232"
"130170016","","13","Hidalgo","Hgo.","017","Chapantongo","0016","San Ramón","R","20°19´06.739"N","099°23´46.490"W","20.31853800","-99.39624700","2090","F14C78","0","0","0","0"
"130170017","","13","Hidalgo","Hgo.","017","Chapantongo","0017","Taxhue","R","20°16´20.540"N","099°26´13.690"W","20.27237200","-99.43713600","2185","F14C78","182","93","89","57"
"130170018","","13","Hidalgo","Hgo.","017","Chapantongo","0018","Tenería","R","20°18´43.415"N","099°23´50.113"W","20.31206000","-99.39725300","2092","F14C78","106","57","49","26"
"130170020","","13","Hidalgo","Hgo.","017","Chapantongo","0020","Tlaunilolpan","R","20°15´50.292"N","099°28´07.231"W","20.26397000","-99.46867500","2275","F14C78","1537","744","793","413"
"130170021","","13","Hidalgo","Hgo.","017","Chapantongo","0021","Toxthe","R","20°17´45.007"N","099°27´12.068"W","20.29583500","-99.45335200","2243","F14C78","199","103","96","63"
"130170022","","13","Hidalgo","Hgo.","017","Chapantongo","0022","Zimapantongo","R","20°14´22.167"N","099°27´21.546"W","20.23949100","-99.45598500","2216","F14C88","666","323","343","207"
"130170023","","13","Hidalgo","Hgo.","017","Chapantongo","0023","La Unión","R","20°18´32.147"N","099°26´03.459"W","20.30893000","-99.43429400","2189","F14C78","0","0","0","0"
"130170024","","13","Hidalgo","Hgo.","017","Chapantongo","0024","El Sauz","R","20°16´26.654"N","099°29´25.438"W","20.27407000","-99.49039900","2350","F14C78","1","*","*","1"
"130170025","","13","Hidalgo","Hgo.","017","Chapantongo","0025","El Huizachal (San Isidro)","R","20°17´10.989"N","099°23´51.515"W","20.28638600","-99.39764300","2139","F14C78","572","266","306","167"
"130170027","","13","Hidalgo","Hgo.","017","Chapantongo","0027","San Isidro","R","20°10´45.662"N","099°29´05.295"W","20.17935000","-99.48480400","2394","F14C88","1","*","*","1"
"130170029","","13","Hidalgo","Hgo.","017","Chapantongo","0029","Atargea (El Arco)","R","20°19´28.726"N","099°24´39.961"W","20.32464500","-99.41110000","2096","F14C78","4","*","*","1"
"130170030","","13","Hidalgo","Hgo.","017","Chapantongo","0030","El Camarón","R","20°11´41.122"N","099°30´41.876"W","20.19475600","-99.51163200","2323","F14C88","27","12","15","8"
"130170032","","13","Hidalgo","Hgo.","017","Chapantongo","0032","El Colorado (Cerro Colorado)","R","20°10´33.155"N","099°28´54.559"W","20.17587600","-99.48182100","2432","F14C88","61","34","27","21"
"130170033","","13","Hidalgo","Hgo.","017","Chapantongo","0033","El Dañe","R","20°15´36.538"N","099°31´29.199"W","20.26014900","-99.52477700","2377","F14C78","5","4","1","3"
"130170036","","13","Hidalgo","Hgo.","017","Chapantongo","0036","Rancho Nuevo","R","20°12´09.539"N","099°29´41.661"W","20.20265000","-99.49490600","2299","F14C88","148","74","74","54"
"130170037","","13","Hidalgo","Hgo.","017","Chapantongo","0037","Rincón de las Víboras","R","20°17´06.133"N","099°32´30.672"W","20.28503700","-99.54185300","2561","F14C78","14","6","8","4"
"130170038","","13","Hidalgo","Hgo.","017","Chapantongo","0038","Santa Lucía (El Cielito)","R","20°16´41.000"N","099°34´15.000"W","20.27805500","-99.57083300","2577","F14C78","53","31","22","17"
"130170040","","13","Hidalgo","Hgo.","017","Chapantongo","0040","Colonia Félix Olvera","R","20°14´21.642"N","099°35´25.449"W","20.23934500","-99.59040200","2433","F14C88","472","224","248","138"
"130170041","","13","Hidalgo","Hgo.","017","Chapantongo","0041","Ex-Hacienda el Marqués","R","20°12´56.029"N","099°32´18.281"W","20.21556400","-99.53841100","2260","F14C88","45","23","22","17"
"130170042","","13","Hidalgo","Hgo.","017","Chapantongo","0042","El Saucito [Colonia]","R","20°17´41.759"N","099°28´29.117"W","20.29493300","-99.47475400","2425","F14C78","75","32","43","23"
"130170043","","13","Hidalgo","Hgo.","017","Chapantongo","0043","La Loma","R","20°18´18.203"N","099°24´03.229"W","20.30505600","-99.40089700","2111","F14C78","65","34","31","23"
"130170044","","13","Hidalgo","Hgo.","017","Chapantongo","0044","La Magdalena","R","20°12´31.211"N","099°27´13.300"W","20.20867000","-99.45369400","2240","F14C88","57","26","31","20"
"130170046","","13","Hidalgo","Hgo.","017","Chapantongo","0046","Quinta la Esperanza","R","20°17´51.555"N","099°25´39.099"W","20.29765400","-99.42752700","2182","F14C78","0","0","0","0"
"130170047","","13","Hidalgo","Hgo.","017","Chapantongo","0047","La Peña","R","20°16´21.562"N","099°32´45.291"W","20.27265500","-99.54591400","2525","F14C78","11","5","6","7"
"130170048","","13","Hidalgo","Hgo.","017","Chapantongo","0048","La Noria (El Plan)","R","20°14´29.037"N","099°34´04.831"W","20.24139900","-99.56800800","2424","F14C88","22","8","14","7"
"130170049","","13","Hidalgo","Hgo.","017","Chapantongo","0049","Puerto Vallarta","R","20°17´33.422"N","099°24´14.269"W","20.29261700","-99.40396400","2110","F14C78","302","143","159","100"
"130170050","","13","Hidalgo","Hgo.","017","Chapantongo","0050","Barrio Guadalupe Altos","R","20°17´39.124"N","099°25´44.206"W","20.29420100","-99.42894500","2172","F14C78","34","15","19","8"
"130170051","","13","Hidalgo","Hgo.","017","Chapantongo","0051","Barrio Remedios","R","20°17´31.871"N","099°25´43.644"W","20.29218600","-99.42878900","2159","F14C78","73","39","34","19"
"130170053","","13","Hidalgo","Hgo.","017","Chapantongo","0053","Barrio de Guadalupe Alto","R","20°17´26.928"N","099°25´01.855"W","20.29081300","-99.41718100","2112","F14C78","9","5","4","3"
"130170054","","13","Hidalgo","Hgo.","017","Chapantongo","0054","Canhuada","R","20°17´54.562"N","099°25´10.332"W","20.29848900","-99.41953600","2163","F14C78","5","*","*","1"
"130170055","","13","Hidalgo","Hgo.","017","Chapantongo","0055","San Antonio","R","20°16´22.253"N","099°24´49.230"W","20.27284700","-99.41367500","2169","F14C78","13","4","9","4"
"130170056","","13","Hidalgo","Hgo.","017","Chapantongo","0056","El Manantial Escondido","R","20°18´35.778"N","099°23´41.908"W","20.30993800","-99.39497400","2067","F14C78","0","0","0","0"
"130180001","","13","Hidalgo","Hgo.","018","Chapulhuacán","0001","Chapulhuacán","U","21°09´33.904"N","098°54´16.515"W","21.15941800","-98.90458800","923","F14D41","4054","1919","2135","1097"
"130180002","","13","Hidalgo","Hgo.","018","Chapulhuacán","0002","Amixco","R","21°07´40.414"N","098°52´51.264"W","21.12789200","-98.88090600","239","F14D41","35","13","22","8"
"130180003","","13","Hidalgo","Hgo.","018","Chapulhuacán","0003","El Amolar","R","21°08´36.830"N","098°57´34.741"W","21.14356400","-98.95965000","1204","F14D41","239","121","118","67"
"130180004","","13","Hidalgo","Hgo.","018","Chapulhuacán","0004","Arroyo Blanco","R","21°09´53.553"N","098°59´48.199"W","21.16487600","-98.99672200","249","F14D41","295","157","138","87"
"130180005","","13","Hidalgo","Hgo.","018","Chapulhuacán","0005","El Banco","R","21°09´35.712"N","098°56´23.836"W","21.15992000","-98.93995400","1034","F14D41","269","127","142","72"
"130180006","","13","Hidalgo","Hgo.","018","Chapulhuacán","0006","El Barrio (Barrio del Carmen)","R","21°09´36.219"N","098°56´04.647"W","21.16006100","-98.93462400","1077","F14D41","500","248","252","146"
"130180008","","13","Hidalgo","Hgo.","018","Chapulhuacán","0008","Cahuazas (Hacienda de Cahuazas)","R","21°08´20.091"N","098°51´02.990"W","21.13891400","-98.85083100","264","F14D41","793","395","398","215"
"130180009","","13","Hidalgo","Hgo.","018","Chapulhuacán","0009","El Campanario","R","21°08´00.268"N","098°54´49.506"W","21.13340700","-98.91375200","530","F14D41","31","17","14","9"
"130180010","","13","Hidalgo","Hgo.","018","Chapulhuacán","0010","El Capulín","R","21°10´12.829"N","098°58´12.056"W","21.17023000","-98.97001500","680","F14D41","241","128","113","68"
"130180011","","13","Hidalgo","Hgo.","018","Chapulhuacán","0011","Carrizal del Sótano","R","21°11´22.389"N","098°54´04.072"W","21.18955200","-98.90113100","876","F14D41","141","69","72","34"
"130180012","","13","Hidalgo","Hgo.","018","Chapulhuacán","0012","Carrizal de Tenango","R","21°09´50.857"N","098°51´47.283"W","21.16412700","-98.86313400","894","F14D41","115","64","51","34"
"130180013","","13","Hidalgo","Hgo.","018","Chapulhuacán","0013","Las Ciruelas","R","21°08´16.081"N","098°52´42.499"W","21.13780000","-98.87847100","227","F14D41","106","46","60","26"
"130180014","","13","Hidalgo","Hgo.","018","Chapulhuacán","0014","El Coyol","R","21°03´39.537"N","099°00´01.507"W","21.06098300","-99.00041900","594","F14C49","767","357","410","213"
"130180015","","13","Hidalgo","Hgo.","018","Chapulhuacán","0015","La Guayaba","R","21°09´05.986"N","098°54´54.308"W","21.15166300","-98.91508600","900","F14D41","3","*","*","2"
"130180016","","13","Hidalgo","Hgo.","018","Chapulhuacán","0016","La Hondura","R","21°10´27.754"N","098°56´32.740"W","21.17437500","-98.94242700","429","F14D41","156","75","81","35"
"130180017","","13","Hidalgo","Hgo.","018","Chapulhuacán","0017","Huatepango","R","21°05´57.900"N","098°53´35.480"W","21.09941600","-98.89318900","304","F14D41","266","130","136","71"
"130180018","","13","Hidalgo","Hgo.","018","Chapulhuacán","0018","Iglesia Vieja (Iglesia Nueva)","R","21°06´25.668"N","098°58´05.783"W","21.10713000","-98.96827200","1157","F14D41","765","378","387","229"
"130180019","","13","Hidalgo","Hgo.","018","Chapulhuacán","0019","La Loma","R","21°05´54.404"N","098°59´29.895"W","21.09844500","-98.99163700","1646","F14D41","67","36","31","19"
"130180020","","13","Hidalgo","Hgo.","018","Chapulhuacán","0020","Miahuatla","R","21°08´06.505"N","098°54´11.721"W","21.13514000","-98.90325600","456","F14D41","244","118","126","64"
"130180021","","13","Hidalgo","Hgo.","018","Chapulhuacán","0021","Neblinas","R","21°06´58.234"N","098°55´26.418"W","21.11617600","-98.92400400","908","F14D41","638","319","319","180"
"130180022","","13","Hidalgo","Hgo.","018","Chapulhuacán","0022","El Ocote","R","21°05´24.700"N","099°01´04.370"W","21.09019400","-99.01788000","1658","F14C49","173","86","87","43"
"130180023","","13","Hidalgo","Hgo.","018","Chapulhuacán","0023","Ojo de Agua","R","21°06´25.113"N","098°58´44.660"W","21.10697600","-98.97907200","1303","F14D41","207","101","106","56"
"130180024","","13","Hidalgo","Hgo.","018","Chapulhuacán","0024","Palomas","R","21°04´25.140"N","099°01´38.880"W","21.07364900","-99.02746600","1674","F14C49","403","194","209","114"
"130180025","","13","Hidalgo","Hgo.","018","Chapulhuacán","0025","Palo Semita","R","21°06´16.951"N","099°00´06.811"W","21.10470900","-99.00189200","1586","F14C49","493","240","253","136"
